4000,,,
Sarah Ball,201610096,3.4,121116
Luke Mathis,200810097,2.3,121129
Tracey Brown,201610098,2,121209
Neil Campbell,200310099,2.4,121194
Colin Paterson,200710100,2.5,121155
Lisa James,200210101,1.8,121175
Victoria Mills,199110102,2.6,121123
Matt Mackay,199710103,3.8,121121
Keith Ellison,199110104,1.6,121210
Melanie McDonald,199110105,3.1,121186
Una Ellison,199910106,2,121195
Peter Wright,199010107,3.3,121142
Fiona Kerr,199810108,2.1,121195
Kimberly Taylor,200210109,4.1,121190
Julian Martin,200510110,2.7,121131
Karen Ince,201510111,2.2,121181
Simon Johnston,201310112,2.8,121133
Dorothy Coleman,199410113,4.2,121139
Ian Payne,199210114,1.2,121200
Hannah Edmunds,201710115,2,121166
Simon Clark,201610116,1.3,121204
Grace Rees,199310117,2.7,121122
Diane Cornish,200910118,3.2,121176
Benjamin Terry,200710119,3.4,121206
Maria Carr,199510120,1.4,121116
Donna Gray,200110121,3,121113
Nicola Manning,199610122,1.3,121111
Chloe Clarkson,199310123,3.6,121181
Anne Fraser,199410124,3.3,121131
Theresa Welch,200010125,1.2,121182
Amy Hodges,201410126,1.6,121171
Simon Wright,199410127,2.8,121131
Joanne Arnold,200110128,3.2,121153
Owen Powell,199910129,2.9,121183
Harry Powell,199610130,2.2,121132
Zoe Howard,199010131,4.1,121198
Steven Watson,201710132,4,121151
Steven Bailey,199710133,2.3,121133
Sebastian Morrison,199010134,1.8,121124
Frank Payne,199210135,3.5,121182
Gordon Fraser,199510136,1.6,121170
Lucas North,199110137,4.1,121205
Joshua Rampling,199010138,4.5,121197
David Clark,200510139,3.9,121152
Benjamin Ross,200110140,1.3,121200
Sam Peake,199010141,1.5,121124
Trevor Paige,199810142,2.5,121156
Hannah Mathis,199410143,4.4,121203
Vanessa Campbell,200510144,2.4,121209
Carolyn Cameron,200410145,1.5,121210
Jason Wright,201610146,4.5,121173
Olivia Chapman,199610147,1.1,121164
Anthony Campbell,199110148,2.1,121158
Caroline Fraser,201410149,4,121137
Joan Wilkins,201610150,2.4,121126
Stewart Blake,200910151,3.2,121150
Blake Lewis,200910152,1.2,121182
Justin Ogden,201010153,1.1,121159
Anne Hamilton,200010154,3.7,121167
Richard Payne,201410155,4.4,121198
Christopher Peake,200510156,1.9,121139
Adrian Dowd,200410157,1.7,121114
Alison Cornish,199510158,1.9,121121
Deirdre Hill,200710159,2.3,121164
Lucas Forsyth,199610160,1.4,121197
Audrey McLean,200810161,3.3,121136
Kimberly Marshall,199110162,4.1,121201
Austin Johnston,201710163,3.3,121182
Isaac Arnold,201310164,2,121161
Joan Oliver,201510165,2.2,121117
Alan Nolan,200510166,2.2,121125
Liam King,201410167,2.8,121124
Jane Walsh,200910168,2.3,121173
Bella Nash,200910169,3.2,121154
Jason Tucker,199410170,3.7,121159
Stewart Piper,200610171,1.2,121198
Leonard Welch,200510172,1.9,121150
Emily Sutherland,199710173,1.2,121189
Faith Terry,199810174,4.1,121128
Ruth Walker,199610175,1.6,121180
Ella Churchill,201010176,1.7,121184
Christopher Lawrence,199510177,3.4,121183
Olivia Nolan,199010178,1.6,121182
Richard Fisher,199210179,3.8,121196
Chloe Dickens,201010180,3.3,121124
Eric Quinn,199110181,3.2,121114
Michelle Davies,200810182,3.1,121138
Joe Kerr,201510183,2.8,121136
Chloe Bailey,199810184,4.4,121202
Nicholas Cameron,201510185,3.4,121159
Ryan Johnston,200710186,1.4,121195
Victor King,200310187,1.2,121177
Michael Reid,200110188,3.6,121157
Stephanie Gray,200210189,2.8,121196
Carolyn Anderson,200310190,3.5,121201
Phil Berry,199610191,3,121178
Vanessa Slater,199810192,3.1,121200
Isaac Manning,199910193,2.7,121144
Harry Springer,199210194,4.3,121153
Sam Wright,200310195,1.3,121190
Wendy MacDonald,199910196,3,121208
Jacob Ferguson,200410197,4.2,121136
Simon MacLeod,200010198,2.2,121119
Richard White,201510199,1.7,121114
Joanne Hunter,199910200,1.2,121190
Sonia White,199710201,1.2,121143
Nathan Bailey,200210202,2.3,121137
Justin Hemmings,200910203,3.5,121148
Andrea McLean,200810204,3.1,121195
Andrew Howard,200910205,2,121116
Bernadette Baker,201610206,3.5,121112
Austin Ross,200910207,4.1,121159
Nicholas Miller,200210208,4.1,121126
Stewart Oliver,201610209,3.1,121209
Bella Wright,199310210,2.1,121136
Jasmine Ellison,201210211,3.9,121112
Joanne Wilkins,199810212,4.3,121194
Sophie Clark,200510213,4.4,121156
Emily Payne,200610214,1.1,121178
Boris Cornish,200410215,1.4,121114
Matt Thomson,201710216,3.6,121154
Frank Dickens,199310217,4.4,121151
Richard Cornish,199910218,3.8,121182
Julian Carr,200210219,3.1,121139
Olivia Ball,200810220,3.2,121160
Katherine Dickens,201010221,2.9,121118
Amanda Piper,200710222,1,121130
Simon Henderson,199810223,4.1,121121
Audrey Terry,199710224,4.3,121131
Caroline Berry,199110225,4,121141
Stephanie Bell,200210226,4.5,121208
Anna Scott,200510227,3.1,121151
Ruth Welch,201610228,2.5,121171
Sonia Rampling,201710229,3.2,121211
Steven Bond,199210230,2.2,121148
Diane Lyman,200910231,1.8,121144
Diane Paterson,199010232,2.3,121145
Dylan Campbell,199310233,1.5,121118
Carol Mackenzie,199010234,2.3,121176
Alan Ross,201210235,2,121172
Rachel Cornish,201110236,3.8,121121
Carol Clarkson,199910237,1.4,121142
Stephen Wright,199110238,4.2,121200
Kevin Greene,201510239,3,121138
Sue Mackenzie,201310240,2.7,121131
Tracey Coleman,201510241,1.7,121111
Michael Hudson,199210242,2.1,121194
Karen Short,201110243,2.7,121139
Cameron Avery,201110244,3.5,121161
Stewart MacDonald,201210245,3.5,121204
Sam Gray,201010246,2.2,121123
Christopher Martin,199110247,1.2,121211
Brian Chapman,200610248,2.7,121154
Alexandra Hart,201010249,3,121141
Alexandra Watson,200510250,3.5,121187
Ian MacDonald,201210251,3.8,121197
Kevin Churchill,201010252,3.1,121189
Anna Terry,201510253,1.9,121158
Adrian Buckland,201410254,1.9,121142
Sue Jones,201510255,2.1,121117
Virginia Langdon,201310256,2.7,121136
Alison Parr,200210257,1.3,121211
Trevor Lee,199810258,2.5,121170
Neil Morrison,199210259,1.5,121209
Boris Alsop,200610260,2.1,121152
Robert Chapman,199110261,2.6,121176
Lauren Davies,200810262,1.6,121199
Edward Dyer,201410263,3.5,121124
Lisa Dowd,199410264,2.1,121120
Max Russell,200210265,2.7,121193
Pippa Rees,201010266,2.3,121157
Jack Hart,199710267,4.3,121208
Diana Vance,199810268,3.1,121136
Kylie Churchill,200310269,3.4,121182
Olivia Peake,201010270,3.7,121202
Alison Lyman,199810271,1.5,121145
Joan Clarkson,199210272,3.2,121207
Bernadette Lawrence,201510273,2.8,121142
Paul Cornish,199610274,1,121170
Yvonne Skinner,200110275,2.2,121156
Nicholas Thomson,199210276,4.3,121185
Sue Fisher,199910277,4,121193
Nicola Short,199810278,4.3,121198
Stephen Ogden,201710279,1.9,121151
Adam Lawrence,200810280,3.8,121195
Anthony Parsons,199310281,3.1,121209
Dan Nolan,200810282,3.2,121162
Max Brown,200110283,4.2,121188
Evan Wilson,199210284,4.1,121205
Amelia Nolan,199110285,2.2,121122
Joanne Lawrence,199310286,3.9,121194
Nathan Sutherland,200010287,3.6,121139
Richard Rees,200010288,2.8,121204
Jennifer Turner,200610289,4,121134
Anna Paige,200410290,3,121175
Dan Anderson,201310291,1,121211
Jack Duncan,200110292,2.7,121126
Neil Nolan,201710293,3.4,121211
Isaac Alsop,199710294,2.4,121149
Charles Blake,199710295,4.3,121129
Sophie Springer,199710296,1.2,121211
Sarah Campbell,199510297,1.5,121124
Wanda Taylor,200410298,1.8,121121
Sophie James,200810299,1.4,121161
Katherine Morgan,200610300,3.3,121157
Lillian Sanderson,199510301,1.7,121158
Donna Parsons,201510302,3.5,121159
Deirdre Sharp,200910303,2.9,121155
Alexander Greene,199210304,3.3,121178
Max Hunter,200110305,2,121197
Olivia Lewis,200810306,4.1,121192
Isaac Kerr,199610307,3.1,121208
Rebecca Mills,201310308,1.4,121204
Diane Lawrence,200210309,3.2,121119
Thomas Alsop,200410310,1.3,121151
Christopher Russell,199610311,3.3,121147
Nathan Slater,200510312,2.1,121180
Sue Davidson,200510313,4.2,121134
Benjamin Randall,200710314,2.8,121120
Carl Davidson,199510315,1.4,121118
Jessica Miller,199810316,1.7,121139
Ian Ellison,199910317,2,121148
Piers Jackson,200510318,2.4,121123
Mary Harris,200510319,2.3,121118
Stewart Vance,199010320,1.6,121126
Evan Black,200110321,4.2,121161
Yvonne Martin,201510322,2.7,121207
David Campbell,200410323,1.1,121111
Joshua Kerr,200810324,4,121155
Irene Lambert,199910325,2.9,121129
Deirdre Martin,200610326,2.4,121149
Lillian Turner,201610327,2.5,121196
Emma Coleman,200510328,2,121152
Gordon Buckland,200910329,3.7,121124
Audrey Reid,201610330,1.1,121167
Andrea Newman,201310331,2.1,121208
Adrian White,200910332,4.2,121129
Victoria Reid,200410333,3.1,121112
Boris White,199110334,1.9,121187
Chloe Nolan,200210335,3,121198
Frank Welch,200010336,2.3,121162
Dan Howard,199010337,3,121204
Jennifer Watson,201410338,2.7,121116
Theresa Kelly,199710339,2.1,121204
Megan Kelly,200010340,2.9,121153
Dominic McDonald,201210341,2.8,121173
Irene Martin,200810342,2,121148
Ryan Dyer,199610343,3.7,121117
Jane Harris,199010344,1.3,121145
Michelle Sanderson,200910345,3.1,121192
Carol Sutherland,201210346,2.1,121164
Alexander Duncan,201010347,2.8,121195
John Ellison,200410348,4.4,121171
Virginia MacLeod,200310349,1.2,121143
Donna Paige,200810350,2.5,121160
Adrian Graham,200410351,2.7,121165
Una Wilson,199010352,3.8,121165
Boris Mathis,200110353,4,121149
Simon Wilkins,201010354,2.6,121186
Joan Davidson,199610355,1.1,121139
Adam Avery,199510356,3.7,121211
Christian Arnold,201510357,2.3,121167
Andrea Marshall,199310358,1,121180
Adam Paterson,199910359,3.7,121169
Victoria McLean,199810360,1.3,121117
Julia Allan,199110361,2.7,121119
Joan Coleman,201110362,3.8,121151
Fiona Smith,200810363,3.4,121167
Rachel Burgess,200710364,1.1,121130
Brian Gibson,200810365,4.4,121184
Vanessa Peters,201510366,2.8,121151
Trevor MacLeod,200310367,1,121127
Madeleine Marshall,199410368,4.2,121173
Michael Kelly,200210369,2.7,121152
Elizabeth Taylor,200710370,1.6,121114
Paul Alsop,200210371,4.4,121192
Connor Chapman,200410372,2.8,121150
Yvonne Hemmings,201610373,2.5,121179
Lucas Rampling,200110374,1.1,121173
Deirdre Clark,199410375,3.7,121140
Maria Clarkson,200110376,2.8,121112
Karen Parr,201610377,2.5,121140
Joanne Cornish,200010378,1,121125
Natalie MacDonald,201310379,2,121197
Bernadette Hunter,200410380,1.6,121185
Michelle Reid,199610381,1.1,121195
Madeleine Parr,201510382,3.8,121160
Stephen Reid,201410383,1.2,121137
Matt Bond,199610384,2,121180
Jonathan Rampling,199810385,3.4,121120
Nicola Hughes,200010386,2.3,121163
Michelle North,199010387,3.9,121178
William Davidson,201210388,3,121207
Leah Underwood,201110389,3,121173
Kylie King,200510390,2.5,121117
Christian Quinn,200410391,2.7,121174
Samantha Poole,199110392,4.4,121183
Chloe Grant,200610393,1.4,121125
Isaac Lyman,200210394,2.2,121150
Boris Scott,201610395,4.3,121160
Jonathan Knox,199410396,2.5,121114
Sarah McGrath,200010397,2.9,121179
Madeleine Lee,200810398,3.9,121181
Bernadette Forsyth,199410399,3.5,121131
Grace Skinner,199910400,4.4,121162
Penelope Burgess,201010401,1.7,121125
Jason Piper,199610402,3.1,121177
Stewart Springer,200410403,1.9,121200
Deirdre Coleman,200510404,2.3,121174
Victoria James,200410405,3.3,121138
Connor Churchill,200710406,2,121123
Una Rees,199210407,1.8,121126
Adrian Avery,199610408,2.6,121131
Felicity Nash,199210409,1.2,121139
Matt Welch,200210410,2.9,121158
Tracey Paterson,200210411,2.9,121142
Una Walker,200110412,3,121132
Christian MacDonald,199410413,3.5,121136
Jack Graham,199310414,3,121122
Gabrielle Lambert,200210415,2.6,121124
Jessica Ellison,200010416,1.3,121156
Rose Jackson,199510417,3.2,121178
Blake Henderson,200110418,2,121150
Grace Paterson,201410419,2.8,121175
Bella Howard,200810420,2.6,121134
David Roberts,199610421,4.2,121144
Emily Parr,199510422,3.9,121119
Lily Scott,199610423,2,121178
Zoe Davies,201310424,1.7,121113
Victoria Oliver,199910425,2.7,121183
Tracey Peake,199010426,3.5,121208
Lillian Glover,201410427,3.6,121167
Oliver Poole,201410428,2.4,121162
Leonard Mitchell,200910429,2.3,121211
Olivia Marshall,200210430,1.6,121144
Hannah Berry,200910431,1.3,121186
Owen Springer,199710432,3.2,121210
Alan Lambert,200210433,1.7,121177
Isaac Quinn,200610434,2.5,121162
Dominic Turner,201210435,1.7,121128
Charles Paige,199010436,2.3,121125
Andrew Morrison,199510437,4.4,121179
Penelope Dowd,199310438,2.9,121180
Karen Roberts,201210439,1.8,121137
Maria Sutherland,199810440,1.8,121132
Andrew Stewart,199210441,1.3,121142
William Bond,201510442,1.9,121113
Virginia Morgan,199710443,2.1,121154
Caroline MacDonald,201410444,4,121184
Sebastian Metcalfe,201510445,4.1,121138
Andrea North,199610446,3,121169
Alan Powell,199310447,4.4,121154
Joan Poole,199810448,2.7,121155
Oliver Wilson,199710449,3.6,121204
Katherine Turner,200910450,1.9,121193
Melanie Ogden,199810451,1.3,121131
Jack Springer,200310452,3.1,121202
Gabrielle Greene,200610453,3.7,121143
Wanda Avery,201310454,3,121203
Yvonne Parr,199110455,4,121144
Phil Sanderson,200310456,1.1,121117
Stephanie James,201110457,2.4,121205
Ian Butler,199810458,4.1,121117
Eric Butler,200710459,1.2,121126
Dorothy Baker,199510460,4.3,121164
Phil Davies,200310461,3,121131
Carolyn MacDonald,201610462,3,121201
Carol Ferguson,200410463,2.2,121121
Jake Grant,201610464,3.1,121115
Jennifer Peake,199110465,4.3,121125
Rachel Bond,201610466,1.1,121173
Olivia Wilkins,200510467,2.3,121181
Frank Robertson,199510468,2.3,121205
Sophie Quinn,199110469,3.1,121122
Joanne Mackay,200010470,1.4,121211
Dylan Coleman,200210471,2.9,121193
Abigail Hill,200510472,3.9,121158
Joseph Graham,200910473,2.2,121148
Stephanie Grant,201010474,2.3,121173
Jane North,200810475,2.9,121204
David Young,199110476,2.3,121197
Melanie Bond,201410477,1.8,121155
Sean McDonald,199610478,1.5,121201
David Harris,200310479,2.6,121118
Molly Ince,199910480,2.6,121193
Neil Lee,200210481,4.4,121168
Jason Oliver,201710482,1.5,121204
Thomas Sharp,200610483,3.2,121152
Phil Welch,199410484,4.2,121117
Ryan Marshall,201510485,2.6,121189
Megan Hodges,200010486,4.5,121168
Joe Black,199510487,1.6,121155
Joseph Underwood,199510488,1.6,121162
William Johnston,201310489,4.1,121126
Jan Ball,200410490,2.6,121170
Sebastian Jones,201610491,4.2,121174
Angela Reid,200010492,1.2,121117
Amelia Young,201610493,3,121151
Bernadette Hart,199310494,2.5,121159
Dominic Russell,199210495,4,121156
Ruth Wilkins,199410496,3.7,121173
Christopher Paterson,199410497,4.2,121127
David Sanderson,199310498,1.2,121211
Luke Cornish,201610499,4.2,121205
Heather Slater,199810500,3.6,121129
Megan McDonald,200310501,3.7,121203
Alexandra Bower,201710502,3.2,121198
Jennifer Ince,201010503,2.4,121120
Kylie Quinn,199310504,1.4,121192
Joanne Powell,200010505,1.9,121186
Melanie Davidson,201510506,4.1,121207
Jasmine Grant,199310507,3.1,121166
Stewart Gibson,199610508,1.3,121155
Virginia Wilkins,200510509,1.9,121194
Ruth Vance,201210510,4.3,121132
Vanessa Roberts,200810511,2.7,121187
Harry Bell,200210512,2.8,121111
Victoria Lyman,200710513,3.9,121128
Rebecca Alsop,201610514,1.9,121180
Bernadette Vaughan,199310515,4.1,121211
Tim Randall,201310516,2.8,121115
Jan Greene,201610517,2.5,121118
Jack Lewis,201510518,2.3,121171
Frank Simpson,200910519,1.7,121187
Hannah Chapman,201310520,1.2,121115
Owen Watson,201210521,3.3,121123
Gordon Allan,199610522,1.6,121203
Gabrielle Paterson,201610523,3.1,121126
Anne Slater,199210524,2.8,121121
Pippa Butler,199110525,1.7,121207
Olivia Kerr,201210526,4.1,121173
Grace Tucker,199210527,1.2,121135
Simon Greene,201410528,2.3,121120
Olivia Hill,200610529,2.5,121122
Keith Wilson,199410530,2.2,121149
Robert Lyman,201010531,2.7,121152
Alexander Clark,201410532,1.1,121178
Felicity Bower,199610533,1,121187
Melanie Murray,201010534,1.9,121181
Joanne Oliver,201210535,4.3,121127
Sean Piper,199010536,1.2,121125
Zoe Skinner,199510537,2.9,121131
Jasmine Reid,199710538,4.2,121166
Andrea Oliver,200110539,1.5,121155
Alexander Robertson,201510540,1.6,121124
Felicity Payne,200910541,2,121116
Diana Dickens,201510542,2,121200
Olivia Vance,200610543,4,121120
Olivia Piper,199810544,2.4,121200
Angela Ball,200410545,2.9,121165
Rebecca Fisher,199210546,3.1,121211
Amanda Hunter,199610547,2,121118
Julia Poole,200210548,3.2,121146
Amy Newman,199010549,2.5,121200
Vanessa Cornish,200710550,2.9,121209
Christian Chapman,199810551,3.3,121121
Ruth Hughes,199210552,3.6,121174
Julia Paige,199410553,4.3,121135
Luke Vance,201510554,3.2,121130
Irene Gill,200410555,1.9,121160
Joan Lee,201610556,3.6,121160
Leah Jackson,200310557,1.6,121186
Connor Turner,199410558,2.4,121209
Leonard Watson,200910559,2.5,121144
Paul Abraham,200310560,3.5,121193
Christian Smith,201410561,4.2,121130
Sebastian Hardacre,201110562,4.3,121133
Joe Lyman,201310563,3.6,121202
Peter Baker,199310564,1.9,121167
Joseph Ince,199010565,3.2,121185
Keith Jones,201010566,4,121131
Katherine Reid,199910567,2.4,121143
Nicholas Bell,200210568,4.1,121185
Felicity Martin,200710569,4.3,121188
Jane Lambert,200710570,3.7,121202
Sophie Johnston,201710571,3.8,121116
Tim McDonald,199510572,1.9,121190
Amanda Sutherland,200110573,2.9,121209
Warren Terry,199410574,1.6,121142
James Wilson,200910575,1,121165
Luke Lambert,201710576,3.6,121134
Chloe Cornish,201610577,3.4,121121
Carolyn Powell,199610578,2.4,121159
Ava McLean,201610579,3.5,121157
Sally Coleman,201510580,4.2,121183
Kylie Hughes,200810581,3.6,121203
Benjamin Quinn,200710582,4.4,121138
Natalie Wilkins,201310583,1.2,121167
Warren Dyer,199610584,2.3,121125
Joseph Wallace,201710585,4.5,121207
Benjamin Burgess,199110586,4.2,121186
Matt Henderson,200710587,2.5,121147
Justin Cornish,200910588,3,121141
Olivia Robertson,199810589,4.2,121175
Paul Hunter,200410590,2.8,121170
Kylie Campbell,199910591,1.3,121164
Peter Duncan,200110592,3.2,121177
Piers Cornish,199710593,1.8,121177
Una Alsop,199610594,2.8,121174
Caroline Hunter,199210595,1.9,121174
Connor Young,200310596,1.2,121126
Joanne Hodges,200010597,3.4,121114
Andrea Taylor,199410598,1.7,121188
Olivia Anderson,200610599,3.6,121153
Amelia Ince,199210600,3.4,121163
Charles Henderson,201210601,2.9,121147
Alexandra Cameron,200410602,4.3,121144
Jennifer Fraser,199810603,3.3,121170
Tim James,199610604,3.5,121133
Jonathan Black,201110605,2.9,121111
Lisa Dickens,200010606,2.6,121162
Isaac Johnston,201110607,3.9,121202
Rachel Grant,200010608,3.8,121140
Connor Rees,201410609,2.9,121141
Victor Butler,199610610,2.6,121170
Jennifer Sharp,201410611,1.8,121177
Elizabeth Baker,199010612,1.5,121168
Joshua MacDonald,200910613,1.3,121154
Phil Ball,200710614,3,121163
Nathan Buckland,199710615,3.2,121192
Benjamin Anderson,201710616,4.2,121127
Benjamin Wallace,200410617,3.2,121144
Michelle MacLeod,201410618,3.5,121171
Sue Campbell,200710619,3.5,121142
Gabrielle Lewis,200510620,4.2,121183
Faith Churchill,200510621,3.8,121204
Jack MacLeod,201510622,1.7,121193
Owen Grant,199210623,2.6,121124
Austin Smith,200710624,2.2,121211
Anne Nash,200610625,3.9,121199
Nicholas Chapman,199610626,1.7,121126
Max Oliver,200610627,3.9,121194
Alison Marshall,199710628,1.5,121141
Madeleine Gibson,201310629,2,121111
Matt Walsh,199610630,4.4,121152
Colin Mackay,201610631,2.2,121135
Lisa Russell,201010632,2.7,121111
Melanie Cameron,199810633,3.2,121125
Kylie Avery,200510634,3.2,121164
Katherine Watson,199710635,3.3,121183
Alexandra Graham,200110636,2.7,121137
Olivia Hodges,199810637,3.8,121140
Max McLean,200910638,4.4,121205
Edward McLean,200010639,1.9,121170
Leonard North,200410640,1.7,121123
Diane Langdon,201310641,2,121208
Ava Howard,200910642,1.1,121199
Heather Dowd,200810643,2.5,121174
Jennifer Duncan,201110644,2.9,121117
Carl Reid,200210645,3.6,121139
Dylan Underwood,201710646,1.3,121194
Heather Clarkson,199810647,2.7,121162
Carol Glover,201710648,3.4,121163
Jane Vaughan,201210649,2.6,121201
Jonathan Watson,199710650,3.5,121120
Natalie Mackenzie,199410651,1.2,121203
Angela Bower,200210652,3.8,121205
Grace Black,200010653,1.3,121142
Mary Hart,199210654,2.6,121180
Jennifer Wilson,199210655,1,121137
Andrea Bower,201310656,1.3,121123
Peter Kelly,201310657,4.1,121152
Luke Bower,201710658,2.6,121163
Anne Marshall,200310659,2,121156
Olivia Metcalfe,200210660,1.8,121131
Donna Walker,199010661,3.7,121201
Colin Coleman,199310662,1.9,121190
Benjamin Buckland,201610663,4.2,121169
Phil McLean,200810664,3.4,121152
Michael Sanderson,200810665,1.5,121135
Carolyn Kelly,200010666,4.3,121124
Julia Clark,199510667,3.4,121132
Simon McLean,201210668,3.6,121147
Gavin Ellison,200710669,2,121145
Kimberly Bond,201510670,3.9,121174
Faith Clarkson,201310671,4.1,121119
Melanie King,199710672,3.2,121164
Dominic Dickens,199710673,1.4,121141
Stewart Sharp,199310674,3,121190
Max Ferguson,201110675,2.1,121165
Anna Walker,200210676,2.7,121138
Frank Pullman,200310677,3.6,121194
Lauren Knox,201510678,4.3,121175
Audrey Abraham,201610679,2.2,121209
Austin Lawrence,200210680,3.3,121179
Simon Hodges,200410681,3.9,121194
Leah Skinner,199110682,3.6,121185
Katherine Nolan,200410683,2.1,121138
Emma Dowd,199010684,2.6,121163
Jasmine Sutherland,200710685,1.6,121131
Gordon Blake,200710686,3.2,121204
Ruth Hart,201210687,1.3,121147
Jasmine Harris,200410688,3.8,121117
Victoria Glover,201610689,1.2,121153
Jasmine Tucker,201010690,1.7,121148
Audrey Skinner,201610691,3.9,121185
Gabrielle Morgan,200310692,2.4,121150
Robert Bond,201210693,2.7,121139
Emma Hill,201710694,1.2,121119
Jasmine Greene,201410695,2.2,121188
Sebastian Clark,199310696,1.8,121182
Michael Quinn,201010697,2.6,121178
Samantha Pullman,200710698,4.2,121149
Andrew Lawrence,200410699,3.2,121145
Jennifer McDonald,199610700,3.1,121205
Amelia Hill,201310701,3.8,121196
Joseph Quinn,200310702,4.2,121183
Kylie Walker,199410703,2,121142
Kimberly Ball,201710704,1.9,121168
Jennifer Rees,201310705,4.4,121211
John Turner,201410706,2.2,121128
Adrian Scott,200710707,1.8,121152
Natalie Davies,201610708,2.7,121156
Nicholas Oliver,199510709,2.1,121116
Frank Gill,201110710,1.9,121189
Heather Morgan,199510711,3.2,121118
Gavin McDonald,200710712,2.7,121208
Irene Churchill,199110713,3.6,121138
Eric Hamilton,200910714,3.1,121159
Connor Gill,199910715,3.6,121164
Lillian Slater,199410716,2.2,121197
Samantha Lee,199810717,1.4,121120
Victoria Blake,201610718,4.1,121121
Keith Newman,199410719,4.1,121119
Edward Clark,199410720,1.3,121132
Sam Wilson,201010721,1.5,121115
Lisa Parr,200910722,1.5,121152
Angela Underwood,201710723,1.1,121186
Joshua May,201210724,1.5,121160
Frank Hart,200510725,3.5,121112
Nicholas Smith,200410726,3.6,121147
Joshua Payne,200410727,4.4,121200
Alexander Sharp,201710728,1.4,121211
Oliver Berry,200610729,1.8,121186
Owen Arnold,201510730,1.4,121143
James Vaughan,200110731,2.2,121202
Elizabeth May,199610732,3.7,121167
Nathan Forsyth,200710733,4.1,121188
Sonia Hodges,201510734,4.3,121137
